id,name,profile,role,industry,location,ctc,eligibility,cpi,ctc desc,description,link,skills
1781,Prototyze Services Pvt Ltd,Software,"UI Designer, ScreenRoot",Design Services,Panjim/India,"10,20,000",1.00E+71,0,"INR 85,000 per month","As a UI Designer at ScreenRoot, you’ll get to work with a diverse set of industries and often interact with senior business leaders. You will collaborate with the UX Design, Project Management, and front-end technology teams to design innovative app interfaces on web and mobile. You should have an understanding of visual design linked usability concepts, and responsive web design. You should have the ability to take a design style forward, ideate fresh, and create quick mock ups and high-fidelity prototypes.",https://spo-backend.vercel.app/details/2024/1781,"UI/UX, interaction design, usability, user research, Figma, Adobe XD"
1782,Prototyze Services Pvt Ltd,Software,"Graphic Designer, Synapse",Design Services,Panjim/India,"10,20,000",1.00E+71,0,CTC INR 1020000 per year,"You will be providing creative support to the copywriter by participating in ideation for communication campaign design. You should have a good grasp of the visual/communication design language. You should be able to visualise and create layouts for communication campaigns, information products like brochures, leaflets, posters and electronic mailers and newsletters. You should be a complete master on design software like Photoshop, InDesign and Illustrator.",https://spo-backend.vercel.app/details/2024/1782,"Photoshop, InDesign, Illustrator, branding collateral, logo design"
1783,Prototyze Services Pvt Ltd,Software,"UX Designer, ScreenRoot",Design Services,Panjim/India,"11,59,200",1.00E+71,0,"CTC: INR 96,600 per month (after 10% TDS deduction)","As a UX Designer at ScreenRoot, you will work with a diverse set of industries and often interact with senior business leaders. You will collaborate with marketing, technology, and product teams to design innovative enterprise solutions on web and mobile. You will work as part of a team that will design prototypes and collaborate to evolve them into refined interfaces. You will contribute in creative discussions and presentations, conveying the idea and thoughts behind your teams’ solutions.",https://spo-backend.vercel.app/details/2024/1783,"UI/UX, User Research, Interaction Design, Heuristic Evaluation, Usability"
1789,Fujitsu Research of India Pvt Ltd,Software,Software Developer,Research and Development,Bangalore/India,"18,00,000",1.11E+128,0,"18-22 LPA CTC with additional benefits including insurance, joining bonus, and relocation benefits.","This role involves developing AI-powered solutions using Fujitsu's new processor for various industries. As a Software Engineer, you'll contribute to innovative solutions, optimize applications, and work collaboratively with teams. Key responsibilities include developing new algorithms, deploying applications, troubleshooting bugs, and ensuring performance and security.",https://spo-backend.vercel.app/details/2024/1789,"Python, C/C++, Deep Learning Models, Transformers, LLM, Hugging Face, Big data analytics, MLOps"
1790,Fujitsu Research of India Pvt Ltd,Software,Software Engineer/ Designer/ Developer,"Research and Development, Mobile System ",Bangalore/India,"22,00,000",1.11E+115,0,"Level 08 - 18 LPA (INR), Level 09 - 22 LPA (INR) with additional benefits such as insurance coverage, joining bonus, and relocation benefits.","This role involves Software Design, Development and Quality Assurance/ Software Verification for 5G or 6G Radio Access Network products. You will be working with latest technologies such as Cloud Native and Micro Services Architecture, AI/ML, Security, latest SoCs/Accelerators. Strong coding skills in C/C++ with Data Structures are essential. Experience with Design and simulation tools like OOAD, UML, MATLAB is preferred. Technical Paper publications, Authoring articles, and open-source contributions are valued. ",https://spo-backend.vercel.app/details/2024/1790,"C/C++, Data Structures, Cloud Native, Micro Services Architecture, AI/ML, Security, OOAD, UML, MATLAB"
1793,Fujitsu Research of India Pvt Ltd,Core,"Researcher	- Quantum Lab				
","Research and Development, Researcher, Quantum Laboratory ",Bangalore/India,"22,00,000",1.11E+115,0,"CTC: INR 22 Lakhs per Annum for Level 09, with additional benefits like insurance coverage, INR 1-2 Lakhs joining bonus (12 months tenure clause), and INR 1 Lakh relocation benefits.","This role involves conducting independent research in Quantum Computing (QC) to develop new technologies aligned with Fujitsu's strategy, primarily focusing on QC algorithms and software. Responsibilities include identifying research problems, proposing solutions, developing algorithms and technologies, conducting experiments, analyzing data, presenting research results, and publishing findings in reputed journals and conferences. Collaborating with global research teams, industry stakeholders, and government agencies is also crucial.",https://spo-backend.vercel.app/details/2024/1793,"Quantum Computing, Python, C/C++, Qiskit, Amazon Braket, Quantum Physics, Quantum Simulations, Quantum Algorithms (Grover's, QAOA, VQE), Quantum Error Correction"
1805,GMO Research Inc.,Software,Software Development Engineer,Marketing Tech Company,Delhi/India,"13,50,000",1.10E+124,0,"CTC: 13.5 LPA (INR), Includes Festival and annual bonus once a year in September (10,000 INR)","Work as a Software Development Engineer at a Marketing Tech company.  The role involves designing, developing, and implementing software solutions. You will be responsible for the full software development lifecycle, from requirements gathering to deployment and maintenance.",https://spo-backend.vercel.app/details/2024/1805,"Software Development, Programming, Software Engineering,  Coding,  Software Design"
1806,Meesho,Software,Software Development Engineer I,E-Commerce,Bengaluru/India,"34,00,000",1.11E+123,0,20L fixed + 14L ESOPs spread over 4 years,"As a Software Engineer, you'll be part of a team solving complex problems and creating compelling experiences for Meesho's resellers. You'll be involved in developing new features, leveraging state-of-the-art technologies, and taking ownership of features from ideation to production.",https://spo-backend.vercel.app/details/2024/1806,"Java, Python, Javascript, data structures, algorithms"
1821,Axxela Research & Analytics Private Limited,Finance,Trainee Analyst,Finance,Mumbai/India,"14,10,000",1.11E+128,0,"10,20,000 INR in hand, 1,50,000 INR benefits, 2,40,000 INR average performance bonus","You will be involved in executing trades in commodities and fixed income in international markets, maximizing returns for the firm through strong risk management, developing an understanding of market structures for various asset classes, and identifying and developing new strategies, algorithms, and ideas. You will also analyze and assimilate market information to determine market sentiments and use technical and fundamental analysis in executing trades involving international capital markets.",https://spo-backend.vercel.app/details/2024/1821,"risk management, market structure, asset classes, strategies, algorithms, technical analysis, fundamental analysis"
1828,Lowes India,Analytics & Data Science,Data Scientist,Retail,Bangalore/India,"24,91,800",1.11E+115,0,"2,491,800 INR","The role involves providing advanced analytical capabilities to support data science initiatives, building user interfaces, and developing solutions using market research. Key areas of focus are predictive modeling, personalization and recommendation algorithms, natural language processing, search optimization, and supply chain optimization.",https://spo-backend.vercel.app/details/2024/1828,"predictive modeling, personalization, recommendation algorithms, natural language processing, search optimization"
1829,Abacus.AI,Software,Software Engineer (ML),AI/ML Saas Product,Mumbai/India,"40,00,000",1.00E+124,0,"Gross: 38 lakhs INR, Joining Bonus: 2 lakhs INR","Join an elite team working on cutting-edge AI/ML systems, building a next-generation enterprise platform that automates custom model creation for various business problems. You'll be responsible for creating a cloud runtime for an AI engine, handling aspects like feature pipelines, model training, and real-time inference systems. Shape the company culture, work on state-of-the-art technology, and make a significant impact as an early team member.",https://spo-backend.vercel.app/details/2024/1829,"Machine Learning, Cloud Data Processing, Backend Systems, AI Engine, Feature Pipelines, Model Training, Real-time Inference"
1830,Quest Global Engineering Services Pvt. Ltd,Core,"We are here with an opportunity for students to be part of a team that believes engineering has the unique opportunity to solve the problems of today that stand in the way of tomorrow. At Quest Global, we embrace exponentially curious minds – the ones who see engineering and logic in everything.  

Our people are the driving force behind the impact we make and the accomplishments we achieve, and as a global organization headquartered in Singapore, we live and work in 17 countries, with 67 global delivery centers and offices, driven by 17,500+ extraordinary employees.  

We are a company that provides best-in-class engineering services across the globe. And, this is your chance to be the part of a winning organization that not only offers every employee boundary-less prospect to learn and grow, but also supports every team and individual in their efforts to excel and thrive. 

We encourage you to learn more about us. Please visit www.quest-global.com",Product Engineering & Lifecycle Services ,Bengaluru/India,"9,00,000",1.01E+112,0,"Fixed 9,00,000 INR + Variable Pay 1,00,000 INR","Quest Global is looking for bright and talented engineering graduates to contribute to the development of best-in-class products and solutions for clients in various industries like Aerospace, Industrial & Power, Mobility, Oil & Gas, and Renewable Energy. You will be involved in tasks such as process flow diagram preparation, P&ID, HYSYS simulations, calculations, and sizing. You will also work on conceptual and detailed process design, plant expansion/reconfiguration, process optimization, and safety operations.",https://spo-backend.vercel.app/details/2024/1830,"HYSYS Simulations, Process Flow Diagram, P&ID, CFD Analysis, Thermal Analysis"
1837,Uniorbit Technologies Private Ltd,Software,Software Development Engineer 1 (SDE 1),Finance Technology,Bengaluru/India,"20,53,830",1.11E+128,0,Rs 18 Lakhs Annual Fixed Pay + Rs 2 Lakhs Joining Bonus + Rs 43290 Annually Gratuity + Rs 10540 Annually Insurance,"Join our campus recruitment program and contribute to building and maintaining our fintech products. You will collaborate with cross-functional teams for software design and delivery, write clean, efficient code, and engage in the full development lifecycle. We offer competitive compensation, mentorship for career growth, real fintech projects, and learning from experienced engineers.",https://spo-backend.vercel.app/details/2024/1837,"Java, Python, algorithms, data structures"
1838,Uniorbit Technologies Private Ltd,Finance,Risk Associate,Finance Technology,Bengaluru/India,"17,53,830",1.11E+128,0,INR 15 Lakhs Annual Fixed Pay + INR 2 Lakhs Joining Bonus + INR 33670 Gratuity + INR 10540 Insurance,"We are seeking driven Risk Associates to join our campus recruitment program. You will be responsible for managing and mitigating risks across our fintech operations. Responsibilities include assisting in developing risk management strategies, monitoring risk exposure, participating in audits, and collaborating with teams to assess potential risks.",https://spo-backend.vercel.app/details/2024/1838,"risk management, risk mitigation, risk analysis, compliance, auditing"
1839,Stripe,Software,Software Engineer,Fintech,Bengaluru/India,"60,00,000",1.11E+128,0,"CTC = 60 LPA, Base salary = ₹2898000 per year, Bonus = 10%, Sign-on bonus = ₹435,000, Relocation allowance = ₹620,000, Stock = $22,260 USD per year","Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world’s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities.  As a company, we believe in end-to-end ownership of projects. For any given project, we have one person on point. While they don't necessarily have to do all the work themselves, it's their job to make sure all the work gets done. We launch betas and prototypes as early as we can. This helps ensure that we're building what users actually want. We contribute back to the community, often by building things we think are cool and by releasing open-source software.",https://spo-backend.vercel.app/details/2024/1839,"Java, Ruby, JavaScript, Scala, Go"
1841,Aura Semiconductor Pvt Ltd,Core,Design Engineer - Analog,Semiconductor ,Bangalore/India,"25,00,000",1.01E+115,0,"CTC - 20,00,000 INR, Joining Bonus - 300,000 INR, Relocation Bonus - 200,000 INR","As an Analog design engineer, you will design analog/mixed signal circuits in the fields of RF, Audio, Power Management, Data Converters, Clock synthesizers and Jitter Attenuators. Run extensive simulations on the design to fully verify functionality and performance before fabrication and will validate the chip in the lab. Explore alternative design techniques to meet the chip specifications while minimizing device costs with ample opportunities to innovate during the design cycle that can lead to patentable ideas. Detailed design cycle that spans not only circuit design and simulation but also layout support, test, evaluation and debugging of prototype ICs and design support for mass production. Plays a lead role in product definition and be responsible for designing significant blocks of the chip, including chip architecture and chip top integration.",https://spo-backend.vercel.app/details/2024/1841,"Analog/mixed-signal, RF IC design, Verilog-AMS, Matlab, Mixed mode simulation, SOC integration"
1844,Tescra Software Pvt Ltd,Software,Software Developer,Information technologies,Bangalore/India,"12,00,000",1.11E+128,0,CTC: 12 Lakhs INR for Btech CSC and 9 Lakhs INR for Non-CSC,"As a Software Development Engineer (SDE) at ACHNET, you will be a crucial part of our mission to create exceptional user experiences and drive innovation in technology. You will be responsible for the entire software development lifecycle, from requirements analysis to deployment. You will work collaboratively within an agile team, often as an individual contributor, to create, enhance, and maintain various modules that constitute our expansive product platform.",https://spo-backend.vercel.app/details/2024/1844,"HTML, CSS, JavaScript, MongoDB, Redis, Python"
1852,Brane Enterprises-NSL HUB,Software,PaaS,IT,Bengaluru/India,"20,00,000",1.10E+124,0,CTC is 20 LPA,This is a IT role focused on PaaS. ,https://spo-backend.vercel.app/details/2024/1852,"PaaS, IT, Cloud, Software Development"
1853,Brane Enterprises-NSL HUB,Software,TF,IT,Hyderabad/India,"20,00,000",1.10E+124,0,CTC of 20 LPA,"This role requires you to design, build, and maintain Java-based applications. You will be responsible for developing efficient and testable code, troubleshooting reported issues, and adhering to code quality best practices. The ideal candidate will have strong analytical and problem-solving skills, knowledge of data structures, algorithms, and coding, and proficiency in programming languages such as C++, Java, or Python.",https://spo-backend.vercel.app/details/2024/1853,"Java, C++, Python, Data Structures, Algorithms"
1854,Nation with Namo,Consulting,Associate,Consulting,Delhi/NCR/India,"19,00,000",1.11E+128,0,"Annual CTC OF INR 19 Lakh (Fixed Salary-₹10,20,000 (subject to applicable taxes) + Annual performance linked incentive of up to a maximum of Rupees One Lakh eighty Thousand (₹1,80,000 (subject to applicable taxes))+Deployment Expenses of ₹7,00,000)","The Graduate Impact Leadership Program (GILP) is a four year program for young idealistic graduates interested in nation building. You will get a chance to work with political stakeholders at all levels to gain in-depth exposure about politics and contribute towards solving interesting, unsolved problems at scale. You will be part of a small handpicked team of diverse, passionate and talented individuals who will constantly challenge, support and work with you to achieve extraordinary outcomes. As part of this program, you will be mentored by a team of seasoned professionals who have pioneered the evolution of this space and undertaken various electoral campaigns across the country.",https://spo-backend.vercel.app/details/2024/1854,"problem solving, communication, leadership, teamwork, impact"
1855,Accenture Solutions Pvt. Ltd,Consulting,MC Delivery Associate,Consulting,unknown/India,"15,92,000",1.11E+128,0,Fixed Pay: 12 Lakhs,Join our team in Accenture Strategy & Consulting for an exciting career opportunity to enable our most strategic clients to realize exceptional business value from technology. Practice: Across Industry and Functional Groups I Areas of Work: Business Analysis to advise our,https://spo-backend.vercel.app/details/2024/1855,"Business Analysis, Consulting, Strategy, Technology, Delivery"
1911,Accenture Japan,Consulting,Digital Consultant,"Consulting services: Strategy & Consuting, Song, Technology, Operations, Industry X

Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services and Accenture Song― all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 710,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities.",Tokyo/Japan,"10,14,000",1.11E+128,0,"Basic Salary - JPY 4,300,000, House Rent Allowance - JPY 360,000, Signing Bonus - JPY 1,450,000, Serviced apartment for 2 months after arrival - JPY 580,000, Japanese Language Training - JPY 500,000, Others - JPY 284,000, Annual Performance bonus once a year (December)","As a Digital Consultant, you will be responsible for designing technologies and enterprise architecture to digitally transform government agencies and other clients. You will be required to design solutions leveraging cutting-edge technologies like Cloud, Big Data, Industry X, Robotics, IoT, XR, Blockchain, and Customer Service. You will also be required to implement these solutions to achieve our client's business goals.",https://spo-backend.vercel.app/details/2024/1911,"Digital Transformation, Cloud, Big Data, Industry X, Robotics, IoT, XR, Blockchain, Customer Service"
1912,Accenture Japan,Consulting,Business Consultant,"Consulting services: Strategy & Consuting, Song, Technology, Operations, Industry X

Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services and Accenture Song― all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 710,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities.",Tokyo/Japan,"85,74,000",1.11E+128,0,"Basic Salary - 4,300,000 JPY, House Rent Allowance - 360,000 JPY, Signing Bonus - 1,450,000 JPY (Two-time payment), Serviced apartment for 2 months - 580,000 JPY, Japanese Language Training - 500,000 JPY, Others - 284,000 JPY, Annual Performance bonus once a year (December)","Business consultants are leaders in addressing the complex business challenges of companies and public institutions, charting a course for reform, and utilizing cutting-edge technology to promote and execute projects. Business consultants conceptualize and design next-generation models for business, operations, and IT. Business consultants review and redesign organizations and operations based on the grand design. Business consultants use their extensive knowledge of emerging technologies in IT design, system integration, implementation, and operations representation to support your business. Business consultants develop strategies, define evolutionary themes, and implement reforms to address business issues in companies and industries.",https://spo-backend.vercel.app/details/2024/1912,"IT design, system integration, implementation, operations representation, strategy, business, operations"
1913,Accenture Japan,Consulting,Strategy Consultant,"Consulting services: Strategy & Consuting, Song, Technology, Operations, Industry X

Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services and Accenture Song― all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 710,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities.",Tokyo/Japan,"86,83,000",1.11E+128,0,"Basic Salary - JPY 5,509,000, House Rent Allowance - JPY 360,000, Signing Bonus - JPY 1,450,000 (Two-time payment. Half amount shall be paid with the salary for the first month and seventh month.), Serviced apartment for 2 months after arrival - JPY 580,000 (*Amount is subject to change.), Japanese Language Training - JPY500,000 *Actual results for those who will join the company in 2022. Amount is subject to change., Others - JPY 284,000 (In preparation for your life and coming to work in Japan)","Strategy consultants understand changes in consumers/users and the evolution of digital technologies to identify the real issues and draw a roadmap for growth that enhances the corporate/organizational value of our clients. Strategy consultants integrate and leverage experts from inside and outside the company, domestic and overseas. They support clients' business-critical strategic initiatives while leveraging cutting-edge technologies like AI. Strategy consultants support the transformation of client companies and public institutions by developing business strategies, developing new businesses to support the future, building global management models, and achieving sustainable cost management.",https://spo-backend.vercel.app/details/2024/1913,"Strategy, Consulting, AI, Business Development, Digital Technologies"
1914,Accenture Japan,Analytics & Data Science,Data Scientist,"Consulting services: Strategy & Consuting, Song, Technology, Operations, Industry X

Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services and Accenture Song― all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 710,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities.",Tokyo/Japan,"10,00,000",1.11E+128,0,"Basic Salary - JPY 5,509,000, House Rent Allowance - JPY 360,000, Signing Bonus - JPY 1,450,000 (Two-time payment. Half amount shall be paid with the salary for the first month and seventh month.), Serviced apartment for 2 months after arrival - JPY 580,000 (*Amount is subject to change.), Japanese Language Training - JPY500,000 *Actual results for those who will join the company in 2022. Amount is subject to change., Others - JPY 284,000 (In preparation for your life and coming to work in Japan)","Data scientists work on creating value for clients and society through leveraging their knowledge of data science and cutting-edge technology. They promote the sophistication of corporate management decision-making, business process streamlining, and the creation of new businesses based on data, all of which are necessary for business transformation and growth for clients in all industries.",https://spo-backend.vercel.app/details/2024/1914,"data analysis, statistical methods, artificial intelligence, data science, machine learning"
1915,Accenture Japan,Consulting,AI Architect,"Consulting services: Strategy & Consuting, Song, Technology, Operations, Industry X

Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services and Accenture Song― all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 710,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities.",Tokyo/Japan,"77,24,000",1.11E+128,0,"Basic Salary - 4,550,000 INR, House Rent Allowance - 360,000 INR, Signing Bonus - 1,450,000 INR (Two-time payment. Half amount shall be paid with the salary for the first month and seventh month.), Serviced apartment for 2 months after arrival - 580,000 INR (*Amount is subject to change.), Japanese Language Training - 500,000 INR *Actual results for those who will join the company in 2022. Amount is subject to change., Others - 284,000 INR (In preparation for your life and coming to work in Japan)","AI Architects combine AI technologies such as generative AI, speech recognition, natural language processing, image recognition, machine learning, and deep learning with cloud services and custom development to provide engineering and consulting services for all industries, operations, solutions, and services to create AI-Powered transformation.",https://spo-backend.vercel.app/details/2024/1915,"AI, generative AI, speech recognition, natural language processing, image recognition, machine learning, deep learning, cloud services, custom development"
1917,OLA,Software,Software Development Engineer (SDE1),Electric Vehicle Manfucaturing,Bangalore/India,"35,00,000",1.00E+128,6.5,CTC: 35 LPA (includes 10% variable),"Develop and maintain innovative software solutions for electric vehicle manufacturing, collaborating with cross-functional teams. Work on both front-end and back-end components, ensuring clean, efficient, and maintainable code. Participate in code reviews and troubleshoot issues, optimizing performance and user experience.",https://spo-backend.vercel.app/details/2024/1917,"JavaScript, React, Node.js, SQL, HTML, CSS"
1918,OLA,Software,Software Engineer - Autonomy,EV Manufacturing ,Bangalore/India,"31,50,000",1.10E+124,6.5,CTC: 35 LPA (includes 10% variable),"Develop good quality code and implement perception, planning or controls algorithms for Autonomous driving. You will build robust solutions using Deep Learning, Machine Learning and Reinforcement Learning.  Strong programming skills in C/C++, Python and experience in Deep Learning, Computer Vision, Machine Learning are required.",https://spo-backend.vercel.app/details/2024/1918,"C/C++, Python, Deep Learning, Machine Learning, Computer Vision"
